Job Title,Job Description,Rating,Size,Type of ownership,Industry,Sector,Revenue,min_sal,max_sal,avg_sal,Company,City,State,Age,python_yn,R_yn,Tableau,SAS,Apache,SQL,Excel
Data Analyst,"Data Analyst

Location: Plano, TX

Duration: 1 year

Top Skills:

Python

SQL

Visualization tool like Tableau

Collecting and translating requirements

Nice to have:

Pyspark, ETL tools, working through packages within python, AML algorithms

Team Info:

Set up my loan experience.

Onboard new customers who come from Auto Finance family

Set up their accounts, initiate digital contacts and initial calling contacts within the 3 month window of setting up their loans",1.0,1 to 50 Employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),66,148,107.0,"Sphinix Solutions
",Plano, TX,-1,1,0,1,0,1,1,0
Data Analyst,"Data Analyst

Share

Job ID: FA-0100-618

Open Since: 2020-02-05

City: San Jose
State: California
Country: United States of America

Job Description:


Frontend Arts brings together the brightest minds to create breakthrough technology solutions, helping our customers gain a competitive advantage. At Frontend Arts, we are continuously evolving how we work and how we look at the business challenges, so we can continue to deliver measurable, sustainable solutions to our clients.

We are looking for a self-motivated ""Data Analyst"" with excellent communication and customer service skills.

Job Skills:
Experience with data management, specifically with validating and auditing data and reports from multiple systems
Experience manipulating large data sets through statistical software
Experience processing and analyzing data sets, interpreting them for making business decisions
3+ years of experience with R, Python, or a similar scripting language
Minimum Experience: 8 Yrs

Education:

Bachelor’s degree from an accredited college/university or equivalent work experience",4.5,1 to 50 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),66,148,107.0,"Frontend Arts
",San Jose, CA,7,1,0,0,0,0,0,1
Data Analyst,"Data Analyst


Do you find yourself searching for a truly unique working environment? Do you have a go-getter attitude? Well, are you ready to take on a new challenge? We have an exciting opportunity for a Data Analyst (Underwriting & Lending) to join Dot818’s growing team!

We’re looking for a special kind of candidate – someone who appreciates challenging projects, is comfortable working with a supportive team, and hungers for the freedom to think outside of the box. We also want you to care about our core values too. We have a deep commitment to success, we build strong relationships through tenacious effort, and we keep a firm focus on our client’s needs. If this sounds like your dream job, take the first step toward joining our team and apply now with your resume.

The Data Analyst is expected to thoroughly understand the credit/lending risk domain, and frequently use industry specific risk analysis best practices when operating and building predictive models. The ideal candidate would be able to design new models, frameworks, dashboards, and other tools.

Job Requirements


You should be able to:
Develop and implement underwriting and credit risk assessment data models
Track various data metrics within the lending industry
Close interaction with IT Team to design/improve data architecture
Identify optimization opportunities using predictive modeling
Develop and implement advanced custom models and algorithms
Develop tools to monitor and analyze model performance and data accuracy
Investigate new data sets and identify strategic opportunities for improving servicing for our customers
Build out new data flows as our product changes, and produce high-value, timely analytics relevant to the lending and underwriting industry

Qualifications
Master’s degree in Data Science, Computer Science, Statistics, Mathematics, or any other quantitative discipline
At least 3 years’ experience in the Fintech industry working with financial underwriting models, variables, and risk assessment models.
Knowledge of R, Python, SQL
Rigorous statistical intuition, deep understanding of core statistical principles, and extensive experience with core methods
Knowledge of advanced statistical techniques and concepts
Experience creating and using advanced machine learning algorithms

Skills
You are highly organized with the ability to multi-task and prioritize in a fast-paced culture
You are a critical thinker and able to problem solve
You have strong verbal communication skills
Experience creating and using advanced machine learning algorithms

What We Offer
Competitive compensation package
Casual Fridays and major holidays off
Flexible work environment with a close-knit family feel
Paid time off, company-sponsored 401k, and employee health and wellness benefits
Company luncheons, outings, after-hour events, and team building festivities
Workplace perks such as healthy snacks, fresh brewed organic coffee, and employee discounts
Company sponsored gym membership
Company provided parking
Last, but not least, you will get to work with an amazing group of people!

Submit Your Resume Online",5.0,1 to 50 Employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,66,148,107.0,"Dot818
",Glendale, CA,9,1,0,0,0,0,1,0
Data Analyst,"Hilltop Holdings Inc. (NYSE:HTH) is a Texas-based diversified financial holding company specializing in banking, mortgage origination and financial advisory through its wholly owned subsidiaries, PlainsCapital Bank, PrimeLending and HilltopSecurities.
We are looking to hire a Data Analyst to join our team. You will take responsibility for managing our master data set, developing reports, and troubleshooting data issues. Develop and implement data standards, ensuring metadata is captured correctly, and creating methods for monitoring and reporting any data incidents. To do well in this role you need a very fine eye for detail and have a deep understanding of the popular data analysis tools and databases.

Work with Data Architect to ensure Data Governance tasks stay on track and milestones are met into an effort to mature overall Enterprise Data
Ensure Axon Data Glossary and Enterprise Data Catalog are maintained. Work with business analyst and business leaders across the enterprise and different lines of business to ensure data is curated and data lineage is established
Develop and implement data standards, ensuring metadata is captured correctly, and creating methods for monitoring and reporting any data incidents
Identify business glossary terms and work with Data Owners/Data Stewards to ensure conflicting terms are addressed
Work closely with Enterprise Data team members to perform various facets of job: Database Administration, Integration and Analytics
Manage enterprise data catalog and help establish lineage on data assets
Supporting initiatives for data integrity and normalization
Analyst is responsible for using data analytics to assess processes, determine requirements and deliver data-driven recommendations on reports to executives and stakeholders
Troubleshooting the reporting database environment and reports
Training end users on new reports and dashboards
Participate in architecture review process to ensure Governance is maintained
Providing technical expertise on data storage structures, data mining, and data cleansing
Facilitate effective elicitation, documentation, prioritization and validation of data solution requirements as necessary

Bachelor’s degree from an accredited university or college in computer science or related experience
3+ years’ experience as a data governance analyst or in related field
Demonstrated experience utilizing Informatica EDC, Informatica Axon, Azure Data Lakes and Power BI
Experience with data and ETL modeling a plus
Ability to work with stakeholders to assess potential risks
Ability to analyze existing tools and databases and provide software solution recommendations
Ability to translate business requirements into non-technical, lay terms
High-level experience in methodologies and processes for managing large scale databases
Demonstrated experience in handling large data sets and relational databases
Understanding of addressing and metadata standards
High-level written and verbal communication skills

Founded in 1998 and headquartered in Dallas, Texas, Hilltop Holdings offers a diverse range of financial services through its primary subsidiaries, PlainsCapital Bank, PrimeLending and HilltopSecurities. PlainsCapital Bank is a leading commercial bank with locations throughout Texas. PrimeLending is a national mortgage provider focused on purchase mortgage originations. HilltopSecurities provides financial advisory, clearing, retail brokerage, and other investment banking services. Hilltop Holdings seeks to build the premier Texas-based diversified financial services holding company through acquisitions and organic growth. To learn more, please visit www.hilltop-holdings.com.",2.9,1001 to 5000 Employees,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),66,148,107.0,"Hilltop Holdings, Inc.
",Irving, TX,22,0,0,0,0,0,0,0
COVID-19 DATA QUALITY ANALYST,"Description

This is a temporary, full-time position with the Louisville Metro Department of Public Health & Wellness. The COVID-19 Data Quality Analyst is responsible for identifying and resolving COVID-19 data.

Examples of Duties

Essential Functions
• Prepare data analysis/epidemiological reports on COVID 19 data analysis
• Work as part of a team to assure consistency in COVID 19 data analysis and to identify opportunities for quality improvement in data analysis.
• Maintains strict confidentiality, adheres to all HIPAA guidelines/regulations.
• Maintain daily communication with supervisor on activities and tasks.

Minimum Requirements

Supplemental Information

EOE

Louisville Metro Government is committed to providing our employees with the tools they need to lead a fit and healthy life. Aside from community-wide initiatives like the Mayor's Hike, Bike and Paddle event every Memorial Day and Labor Day, and the Healthy Hometown Movement, Metro Government provides employees with programs designed to enhance their life and well-being, like a Wellness Center that allows employees and their dependents with Metro health insurance to take care of their basic medical and health needs for a $5 co-pay. Louisville Metro Government understands that a team of healthy, vibrant employees is the greatest asset we have.

Full Time Regular
· Medical
· Dental
· Vision
· Group Term Life
· Supplemental Life
· Accidental Death & Dismemberment
· Sick Leave
· Vacation
· Holiday Pay
· Bereavement Leave
· Kentucky Retirement Systems
· 457 Deferred Comp
· Voluntary Lifestyle Benefits
· Tuition Assistance
· Qualified Adult Benefits
· Childcare Assistance
· Free TARC Use
Part Time – 17.5 to 25 Hours Per Week
· Vacation (pro rata)
· Sick Leave (pro rata)
· Holiday Pay (pro rata)
Part Time – Less Than 17.5 Hours Per Week
· Ineligible For Benefits
Temporary Positions
· Ineligible For Benefits
Interns
· Ineligible For Benefits",3.2,201 to 500 Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),66,148,107.0,"Family Health Centers
",Louisville, KY,44,0,0,0,0,0,0,0
Data Analyst,"Job Description
Title: Data Analyst
Location: Jersey City, NJ
Type: Full-time
Travel/Relocation: No travel required/Can relocate to New Jersey

Link: https://career5.successfactors.eu/sfcareer/jobreqcareerpvt?jobId=479486&company=C0001123183P&st=380A449B820963D7B1AF30EC09E9608E0860D7F9
Conversion IT lead and Data Analyst. Data Analyst needs to have good exposure of commercial lending.
Should be proficient in Credit Risk, Market Risk and Operational Risk domains.
Strong expertise and awareness on the Credit Loss models, calculations, aggregations and reporting.
Should have performed intensive data analysis to address the key regulatory requirements.
Ability to comprehend regulatory business requirements and effectively translate them to Functional and Detailed Design documents.
Should have good exposure and hands-on experience working on Risk drivers namely: PD (Probability of Default), LGD (Loss Given Default), RR (Regulatory Risk Rating), EAD, RWA and EL.
Should have strong expertise working on Enterprise Data warehouse and business datamarts.
Should be very proficient on writing SQL skills and have strong capability to perform in-depth data analysis on Enterprise data warehouses and datamarts.
Should have experience in data quality (DQ) analysis, DQ controls, DQ rules, data profiling, data integrity, KDEs etc.
Should have knowledge of Data governance, Data strategies, data policies etc.
Should be well aware of GL (General Ledger) to Loan Account System reconciliation processes/techniques.
Should have the ability to work in a fast pace environment and be able to make real time / accurate decisions.
Should be proficient and detailed in documenting system processes, data flows, system interfaces and design documents.
Should have good hands-on experience in writing SQLs and should also have good exposure to ETL tools like Informatica to take up any analysis on data transformation rules.
Should be well versed with Bank’s change management policies as part of implementation activities.
High level of autonomy and independent judgment in making decisions and interacting effectively and positively with all levels of personnel, partners, and vendors as well as customers.
Strong experience / understanding of Agile and Waterfall methodologies.
Excellent Excel, Word and Power-point skills.
Good verbal, written, presentation and interpersonal communication skills.
About Capgemini
Capgemini is a global leader in consulting, digital transformation, technology and engineering services. The Group is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50-year+ heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. Today, it is a multicultural company of 270,000 team members in almost 50 countries. With Altran, the Group reported 2019 combined revenues of €17billion.
Visit us at www.capgemini.com. People matter, results count.
What we Offer
Your career matters to you and is important to us too. Because your goals and needs are constantly evolving, we offer visibility, leeway and support to help you grow and progress in your career. This approach builds notably on our comprehensive competency framework, our personal development, training and career management programs, and our University innovative and business-focused learning curriculums.
We promote a culture of diversity. We believe working with talented individuals from different backgrounds and points of view is a strategic advantage and an ongoing opportunity. Diversity enriches our creative solutions and adds value for our clients.
With the digital tech sector growing at a rapid pace and women significantly underrepresented in the industry, we are determined to inspire and recruit more women into technology and build diverse teams that reflect the clients we serve.
Our Shared values have been at the heart of the group since our formation. They are honesty, boldness, trust, freedom, team spirit, modesty and fun. These values influence the way we meet client needs while respecting the regulatory requirements of each country in which we operate, and the way we promote ethically sound practices within Capgemini and in our partnerships.
Capgemini is committed to building a workforce of employees with diverse backgrounds and work experiences. We strongly encourage women, veterans and active military service personnel to apply.
Disclaimer
Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.
`This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.
Click the following link for more information on your rights as an Applicant - http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law
Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini.",3.8,10000+ Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),66,148,107.0,"Capgemini
",New Jersey,New Jersey,53,0,0,0,0,0,1,1
Healthcare Data Analyst,"CareJourney’s mission is to empower individuals and organizations they trust with open, clinically-relevant analytics and insights in the pursuit of the optimal healthcare journey. We are a fast-growing start-up in Arlington, VA that builds software products to serve industry-leading customers that include Pfizer, Humana, and Microsoft. Our founders and leadership developed the policy and technology in the public and private sector that shape the work we do today. We are looking for driven professionals that are excited to join a growing business where they will have a strong voice in the direction and success of the company. Our culture embraces teamwork and cross-functional collaboration for a fun and exciting environment.

Our team is looking for a talented, motivated, and high-performing Data Analyst to join our team. The Data Analyst will participate in creating data table enrichments, analyzing data, developing visualizations, and supporting the development and deployment of CareJourney’s suite of insights, products, and services to its client-base.
Key Responsibilities
Design and construct data tables, schemas and visualizations
Document data flow through our patient data warehouse
Perform data analysis on clients’ population health performance
Perform data validation tests to ensure quality
Assist in the delivery of completed work to client POCs
Perform additional team responsibilities as necessary
Required Skills
BS/BA degree or equivalent practical experience
2-4 years of experience in a similar role
Deep understanding of analytics and data wrangling
Working knowledge of database principles, processes, technologies and tools
Effective written and verbal communication skills
Self-motivated; comfortable working independently under general direction
Proficiency with SAS or SQL
Desired Skills
MS degree with emphasis on coursework of a quantitative nature (e.g., Statistics, Computer Science, Engineering, Mathematics, Data Sciences)
4 years of experience in a similar role
Experience with health care data, particularly with health care claims data
Experience creating data models
Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement and statistics

About CareJourney – Headquartered in Arlington, VA, CareJourney currently supports leading payer, provider, and life sciences organizations across the US in achieving their goals by wringing new, high value insights out of expansive population claims data. Through our solutions, we provide members with interactive dashboards around network design and management, care model management, patient risk segmentation and cohort analysis, spend and utilization trends, network integrity, low-value care, and provider, practice and facility (acute and post-acute) performance. Founded in 2014, CareJourney is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. Please visit us at www.carejourney.com for more.",3.4,51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,66,148,107.0,"CareJourney
",Arlington, VA,5,0,0,0,1,0,1,0
Data Quality Analyst,"Requisition Number:
64600
Facility:
LOC0001 - 55 Fogg Road55 Fogg Road Weymouth, MA 02190
Department Name:
Health Information Management
Status:
Full time
Budgeted Hours:
40
Shift:
Eve/Night Rotation (United States of America)
Under general supervision, reviews medical records to ensure that records are complete and all appropriate documentation is present.
includes a weekend rotation
Responsibilities if Required:
Education if Required:
License/Registration/Certification Requirements:",3.7,1001 to 5000 Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),66,148,107.0,"South Shore Health System
",Weymouth, MA,98,0,0,0,0,0,0,0
Data Analyst- Content Engagement and Growth,"FloSports, a leader and innovator in digital sports media, is looking to hire a Data Analyst, focused on content engagement and growth. We are looking for another team member to join our growing analytics team and help us increase the accessibility of information and serve as an advocate for the value of data across our organization. Leveraging our proprietary data warehouse, which resides on Snowflake, we work with the best business intelligence, customer data, and event-tracking tools.

With users engaging with us across seven different platforms, understanding our customers has never been more valuable to the company nor more interesting than it is right now. If you like challenging work within a fast-paced environment, love sports content, believe there is always a better way to do everything, and are passionate about making a real difference in company growth, we would love to speak with you.

RESPONSIBILITIES:
Collaborate with the content department to inform content engagement tactics, and strategies
Analyze content performance against goals and make recommendations
Outlines and owns engagement KPIs and engagement data strategy
Deep understanding of business objectives, strategies, and competitive landscape
Works alongside the content team to provide support during strategy, ideation, and execution
Assess key organizational questions, outline a path to attack the question, conduct the analysis and clearly articulate findings to the data and content team
Contribute to organization-wide data reporting with regular and ad hoc analyses, validations and visualizations
Collaborate on business intelligence dashboards and reporting by writing logical and well-structured SQL queries
Own critical analysis of KPIs, originate new metrics as you better understand the core business drivers, and perform statistical analyses as necessary to support your viewpoint
Work cross-functionally at all organization levels to expand data familiarity, serving as an advocate and teaching less technical business users on how to glean insights
REQUIREMENTS:
4-year degree with significant coursework in Business, Economics, Finance, Mathematics, or Computer Science
2+ years experience in quantitative engagement analytics, strategy, business reporting and/or business intelligence
Direct-to-consumer OTT subscription content business experience
Proven track record of intellectual curiosity and, ideally, voracious self-learner
Expert level SQL (will be assessed in the interview process)
Intermediate level Python or R
Experience with business intelligence and reporting with excellent written and verbal communication skills
Experience translating technical analysis for a non-technical audience
Logical fact patterns, strong analytical acumen and high attention to detail
Comfort managing multiple ongoing projects of varying size and scope
Preference for a fast-paced, high-demand work environment
WHO WE ARE:

Founded in 2006, FloSports is a venture-backed OTT subscription video streaming service dedicated to sports, offering live and on-demand access to hundreds of thousands of competition events across 25+ sports in the US and abroad. FloSports vision is to finally give underserved sports the love they deserve. With a growing library of more than 300,000 hours of premium content including news, expert commentary, films, documentaries and more, FloSports has established itself as an innovator and leader in sports streaming. Finally, your sport has a home.

HOW WE DO IT:

We are the CEOs of our own work and are accountable for the tasks and responsibilities assigned to us. We take pride in creating the content that fans love. We row in the same direction and work together on our common vision. We build and strengthen our relationships through teamwork and respect. We embrace challenges, ask questions and are allowed to fail as long as we learn. We are passionate about building tribes and communities worth belonging to. We are innovative, curious, and have an appetite for making things better. Does this sound like you? Apply Today!

OUR BENEFITS:
Competitive and comprehensive medical, dental and vision plans
Peace of mind through company-paid short-term disability, long-term disability and life insurance
401(K) company match
Progressive parental leave policies
Flexible paid vacation and work environment
Hack-a-thons
Free laundry service for all positions that require travel
Bring your dog to work- everyday!
Stocked snack bar, catered lunch and breakfast tacos every week
Modern and collaborative office environment
Powered by JazzHR",3.3,201 to 500 Employees,Company - Private,News Outlet,Media,Unknown / Non-Applicable,66,148,107.0,"FloSports
",Austin, TX,14,1,0,0,0,0,1,1
Data Analyst,Great new contact with Employee Benefits at Equitable running the Data Streams,3.4,1001 to 5000 Employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),66,148,107.0,"DISYS
",Syracuse, NY,26,0,0,0,0,0,0,0
Data Analyst,"The Data Analyst/Scientist designs and develops methods and systems that have the ability to consolidate and analyze ""big data"" to generate insights and client solutions. He/she will develop and code software programs, algorithms and automated processes to cleanse large datasets into meaningful information for gathering insight. By being able to draw conclusions from large, disparate sources of data and identify and pursue new opportunities and preempt trends to continue our exponential growth.

Responsibilities
• Interacts with business finance leaders, business partners, pricing, demand and revenue forecasting teams to identify questions and issues for data analysis and experiments
• Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse ""big data"" sources to generate actionable insights
• Interprets and communicates insights and findings from analysis and experiments
• Comfortable and able to challenge conclusions and impact business outcomes
• Draws on past experience and data to provide insightful analytics
• Exercises judgment in selecting methods, techniques and evaluation criteria for obtaining results
• Networks with key contacts outside own area of expertise
• Understands how economic and business cycles factors impact business conditions
• Portfolio analytics of products and industry verticals
Required
Data skills
• Data modeling and feature engineering
• Previous programing experience -- OOP, Stats packages, scripting
• Effectively work with large and disparate datasets
Desired
• SQL, Hadoop environment experience (required for senior role)
• Experience with financial modeling and the 3 statements a plus
Predictive Modeling skills (senior role)",-1.0,1 to 50 Employees,Company - Private,-1,-1,Less than $1 million (USD),66,148,107.0,"Rainmaker Resources, LLC",Cincinnati, OH,-1,0,0,0,0,0,1,0
Data Analyst,"Company Description

Aerospace

Job Description

The Data Analyst is responsible for data entry and maintenance for integrating and uploading data into the SAP environment. As part of the Data team, this position is responsible for the accurate entry of data into SAP. The Data team is responsible for the efficient and effective management of part number master data. This will require an individual with good attention to detail, intermediate to advanced computer skills and ability to develop processes documents.

WHAT YOU'LL DO TO BE SUCCESSFUL:
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required
Product Data – Responsible for managing product information levels to established standards
Maintain data to meet company standards and quality of information
Data includes images, technical specifications and other data elements
Manually populate non-automated data as necessary
Identify system enhancements to improve processes
Perform audits to ensure accuracy of assigned manufacturers or categories
Communicate with data providers to ensure complete product data is supplied
Request necessary information
Identify areas of improvement and provide feedback
Ensure materials are created correctly via download process
Create materials via proprietary systems and/or SAP
Process internal requests for creation
All other assigned duties
SKILLS NEEDED:
Associates degree or above from a college or university; or 3 years industry work experience.
Intermediate to advanced spreadsheet skills
Ability to analyze and troubleshoot information for resolution
Ability to work well in cross-functional teams
Ability to multi-task in a fast-paced environment
Assisting in establishing best-practices and development of content that improve the efficiency
Ability to meet aggressive service-level agreements
Ability to take a complex process or technology and create easy-to-follow copy
Excellent written and verbal communication, with strong editing skills
Proficiency with MS Word, Excel, Outlook and SAP
Ability to effectively present information and respond to questions from groups
Ability to understand processes and identify areas of improvement
Ability to multi-task and demonstrate organizational details

Qualifications

Associates degree or above from a college or university; or 3 years industry work experience. data analysis and SAP

Additional Information

All your information will be kept confidential according to EEO guidelines.",3.7,51 to 200 Employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),66,148,107.0,"Infotree Service Inc
",Fairfield, OH,16,0,0,0,0,0,0,1
Data Analyst,"Data Analyst

Expertise.com connects over 8 million consumers annually to the best local experts in their area, whether they need a dog walker, financial advisor, or wedding photographer. With over 200,000 providers across more than 200 different industries, we dive deep into figuring out what makes a professional the best in their area of expertise and how to help the reader find the professional best for them.

We're looking for a Data Analyst based in the Los Angeles (Encino) area to join full-time. You will be joining Expertise.com at a formative time where there is large amounts of data being gathered (including site analytics, Google rankings, marketing operations, and more), but little of it exposed to the business. You will play a major role in tapping into this data to help shape & define the business strategy and execution plan going forward.

What Youll Do
Influence business strategy by discovering and exposing compelling data insights
Translate data insights into actionable recommendations, balancing strategic objectives and tactical optimization
Ensure data integrity by testing and comparing similar data sources
Build and refine models to support business growth, such as pricing and forecasting
Consult with business leaders in Sales, Marketing, Operations, Content and other team members, helping define the business strategy
What Itll Take
2 to 5 plus years of experience in a data-oriented role
Highly skilled in building queries using SQL & analysis in Excel
Experience building visualizations in tools such as Tableau, Qlikview or PowerBI
Experience with Salesforce SOQL (APEX is a plus)
Experience with Python and API creation a plus
Must be intellectually curious, extremely detail oriented and passionate about learning new technologies
A hands-on, team player with a positive outlook, an entrepreneurial spirit, the capacity to thrive in ambiguity, and the willingness to adapt to the needs of the business
Ability to work with diverse remote teams.
B.S. in engineering, economics, applied math, stats or any other quantitative field (preferred)
Who We Are
Were a small but rapidly growing team driven by a bias-to-action mentality, balanced with a sense of humor.
We love to problem-solve creatively while keeping a sharp focus on the important drivers of the business.
We prioritize relentlessly to ensure that whatever we're working on is vital to our business' growth
Were results-focused, but not afraid of failure as we lean into change and pursue our goals.
Were open to new ideas and not afraid to break the status quo
Powered by JazzHR",-1.0,1 to 50 Employees,Contract,-1,-1,Less than $1 million (USD),66,148,107.0,Expertise LLC,Los Angeles, CA,-1,1,0,1,0,0,1,1
Data Analyst-BA,"This is for Citi.

BA/Data Analyst

- Must Have 5+ years in Tech, preferably in Financial Service

- Data and Business Analysis, Analyzing, evaluating, and synthesizing complex and large datasets from various sources.

- Trade lifecycle knowledge a big plus

- Experience with any regulatory projects across Capital Markets will be a plus

- Experience working with internal tech team and being able to quickly present the analysis and conclusions needed

- Experience with Oracle/other DBMS with strong SQL knowledge needed.

- Strong understanding of various data lookups and data mapping techniques

- Business presentation skills in PowerPoint, MindMapping tools will be additionally helpful",1.0,1 to 50 Employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),66,148,107.0,"Sphinix Network Solutions Inc.
",New York, NY,-1,0,0,0,0,0,1,0
Data Analyst,"Summary/Objective:

Administer and maintain the various Bucks IU database and enterprise systems, including the design and deployment of new/updated database applications. Provide technical support, training and troubleshooting for Bucks IU staff; support computers, data systems, and managed services for Bucks IU and its constituent districts. Develop and analyze data reporting and visualizations for stakeholders.

Essential Functions:

Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Administer and maintain the various Bucks IU database and enterprise systems, including the design and deployment of new/updated database applications.
Interact extensively with various departments throughout Bucks IU to determine requirements and needs of data systems.
Perform analysis and make recommendations in areas that require a high level of technical competency.
Design databases and data dictionary criteria; create technical designs, test cases and queries.
Build, maintain, and support enterprise data analysis and reporting applications.
Analyze, develop, and maintain automation scripts.
Translate requirements of clients into workable models and plans.
Provide technical support contact for conference rooms, audio visual equipment, and video conferencing systems, as needed.
Provide timely recommendations to improve technical services.
Lead enterprise technical initiatives and projects according to specified budgets, timelines, and expectations.
Perform system and device installation within Bucks IU, its offsite locations, and school districts, as required.
Identify computer-related problems and provide solutions, via telephone, personal contact, or remote diagnosis, for all IU staff users (help desk, software and hardware questions).
Interpret, assimilate and utilize technical information relative to networks, hardware, software and peripheral equipment.
Provide technical assistance for users and devices.
This position description does not imply or express that these are the only duties to be performed by the incumbent in this position. The employee will be required to follow any other job-related instructions and perform other job-related duties requested by their supervisor.

Travel:

Some travel to client locations and Bucks IU facilities is expected for this position.

Education and Experience:

Level of Degree: Associate's degree (A. A.) or equivalent from two-year college or technical school; or at least 3 years related experience and/or training; or equivalent combination of education and experience.

Knowledge, Skills and Abilities

To successfully perform this position, a person must be able to perform each essential duty satisfactorily. The qualification requirements listed below represent minimum levels of education achievement, training, skill and/or ability necessary for the position. As required under the American with Disabilities Act (ADA) reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
In-depth knowledge of Filemaker, SQL, and MySQL database applications.
In-depth knowledge of application development processes and project management.
Microsoft SQL and/or Filemaker certification or equivalent experience supporting Microsoft SQL and/or Filemaker systems.
In depth knowledge of SharePoint and SharePoint Online deployment, configuration, management, workflows, and customization.
In depth knowledge of Tableau and other business intelligence and analytics software platforms.
Experience leveraging business intelligence tools to collect, analyze, create, and share data insight.
Tableau certification or equivalent experience supporting Tableau and/or other analytic applications.
Experience with PowerShell, Batch, Visual Basic, Ruby, and other scripting languages.
Experience coordination data translations between systems; including methods using JSON, XML, CSV, etc., along with direct API access.
Experience with common development processes, including code versioning, retention, test case, validation, verification, documentation, branch/commit/merge, and the development lifecycle.
Excellent organizational, project planning, and interpersonal communication skills.
Excellent verbal and written communication skills.
The Bucks IU provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination of any type regarding race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. Consistent with the Americans with Disabilities Act (ADA), it is the practice of the Bucks IU to provide reasonable accommodation when requested by a qualified applicant or employee with a disability, unless such accommodation would cause an undue hardship. The practice of providing reasonable accommodation applies to all aspects of employment, including the application process. If reasonable accommodation is needed at any point during the recruiting, hiring, or at any time during employment with the Bucks IU, please contact the Director of Human Resources at Careers@bucksiu.org",3.8,1001 to 5000 Employees,School / School District,Preschool & Child Care,Education,$100 to $500 million (USD),66,148,107.0,"Bucks County Intermediate Unit
",Doylestown, PA,37,0,0,1,0,0,1,1
